assists_per_game,assists_per_game_allowed,blocks_per_game,blocks_per_game_against,field_goal_percentage,field_goal_percentage_allowed,free_throw_percentage,free_throw_percentage_allowed,losses,offensive_rebounds_per_game,offensive_rebounds_per_game_allowed,pf_per_game,pf_per_game_allowed,ppg,ppg_allowed,rebounds_per_game,rebounds_per_game_allowed,steals_per_game,steals_per_game_allowed,three_point_percentage,three_point_percentage_allowed,turnovers_per_game,turnovers_per_game_against,wins
0.51,-0.30,0.08,-0.79,0.67,-0.28,-0.08,-0.03,0.18,-0.24,0.26,-0.44,-0.11,0.15,-0.01,-0.02,-0.29,-0.03,0.55,0.14,-0.23,0.47,-0.03,0.10
-0.16,-0.16,-0.84,0.00,0.06,0.06,-0.26,-0.27,0.36,-0.55,-0.26,-0.06,-0.60,-0.45,-0.29,-0.49,-0.14,0.07,-0.38,-0.08,0.11,-0.22,0.01,-0.19
-0.25,-0.34,0.08,0.37,0.03,-0.57,-0.64,-0.19,-0.36,-0.07,0.21,-0.52,-0.14,-0.17,-0.36,-0.04,0.21,0.12,0.02,-0.18,-0.49,-0.16,0.05,0.05
-0.37,-0.25,-0.11,0.08,0.03,-0.28,-0.27,-0.25,0.00,-0.43,0.06,-0.31,-0.57,-0.36,-0.36,-0.30,0.09,-0.09,-0.70,-0.16,-0.16,-0.54,-0.19,0.05
-0.04,-0.23,0.27,0.17,0.32,-0.18,-0.37,0.07,-0.09,-0.18,0.28,-0.08,-0.09,0.01,-0.08,-0.15,0.07,0.28,-0.03,-0.08,-0.24,0.00,0.15,-0.05
0.17,0.43,0.44,0.37,0.27,0.40,-0.33,-0.06,-0.45,0.20,0.15,-0.36,0.31,0.38,0.32,0.11,0.05,0.26,0.23,0.15,0.53,0.21,0.25,0.05
0.26,0.16,-0.03,0.67,0.11,0.21,-0.09,-0.18,0.00,0.23,-0.02,0.03,-0.35,0.01,0.05,-0.04,-0.28,0.07,-0.18,0.11,0.28,-0.12,-0.01,-0.10
0.03,-0.21,0.13,0.33,0.02,-0.05,-0.07,0.14,0.36,0.08,-0.28,-0.09,-0.12,-0.28,-0.20,-0.07,-0.53,-0.13,0.00,-0.08,0.47,-0.09,-0.20,-0.19
-0.12,0.11,0.08,-0.29,0.13,-0.05,0.56,-0.19,-0.73,0.11,0.32,0.05,0.48,0.29,0.23,0.20,0.08,0.12,-0.18,-0.26,0.40,-0.15,-0.20,0.43
-0.19,0.09,-0.35,-0.58,0.13,0.44,0.35,0.02,-0.64,0.12,0.02,0.14,0.38,0.31,0.39,0.14,0.12,0.13,0.05,-0.06,0.34,0.07,0.10,0.29
0.09,0.01,0.03,-0.08,-0.20,-0.32,-0.62,-0.38,0.00,0.66,-0.17,0.38,0.12,0.21,0.17,0.61,0.05,-0.26,0.28,-0.35,0.02,0.16,-0.10,0.05
0.21,-0.05,-0.13,0.04,0.01,-0.02,-0.23,0.40,0.27,-0.29,-0.25,0.31,-0.22,-0.09,-0.01,-0.09,0.11,-0.18,0.03,-0.01,-0.26,-0.12,-0.01,-0.29
-0.16,0.09,-0.10,0.21,-0.05,0.09,0.18,-0.23,0.55,0.24,-0.32,-0.14,-0.15,-0.13,0.03,0.27,-0.57,-0.74,-0.25,0.06,-0.11,0.03,-0.91,-0.14
0.00,-0.19,0.16,0.21,-0.17,-0.27,-0.43,0.25,0.45,0.47,-0.58,-0.25,-0.43,-0.29,-0.18,0.37,-0.35,-0.18,-0.15,-0.51,0.47,0.25,-0.14,-0.33
-0.03,-0.30,0.40,0.67,-0.12,-0.32,-0.01,-0.45,0.09,0.10,-0.09,-0.45,-0.46,-0.24,-0.35,0.19,-0.19,0.07,-0.20,-0.64,0.05,0.07,-0.14,0.00
0.03,-0.30,0.25,0.79,0.02,0.28,-0.23,-0.17,0.18,-0.05,0.21,0.08,-0.02,-0.08,0.15,-0.01,0.23,0.03,-0.02,-0.40,0.25,0.29,0.15,-0.19
-0.13,-0.15,0.57,0.33,0.15,-0.04,0.07,-0.20,0.00,0.39,0.15,-0.91,-0.28,0.16,0.15,0.44,-0.04,-0.04,0.13,-0.30,-0.01,0.29,-0.39,0.10
-0.12,-0.01,0.30,-0.04,0.10,-0.29,-0.23,-0.43,-0.64,0.31,0.06,0.28,0.42,0.31,0.02,0.20,-0.02,0.13,-0.13,0.15,-0.08,0.09,0.13,0.48
0.09,0.18,0.75,0.21,-0.11,-0.06,-0.09,-0.04,-0.09,0.67,0.43,0.48,0.26,0.50,0.41,0.49,0.49,0.16,-0.02,-0.30,-0.17,0.12,0.11,0.19
-0.10,0.08,0.35,0.29,-0.07,-0.72,-0.16,0.07,-0.73,0.33,0.17,0.42,0.15,0.18,-0.11,0.25,0.23,0.46,-0.02,-0.29,-0.55,0.16,0.35,0.43
-0.24,-0.01,-0.08,0.38,-0.13,0.09,-0.15,-0.55,0.00,0.01,0.19,0.31,0.58,0.19,0.12,0.09,0.45,-0.01,-0.10,-0.20,-0.75,-0.09,0.19,0.05
0.29,0.22,0.08,-0.17,0.21,-0.09,0.35,0.56,-0.09,-0.55,0.40,-0.59,-0.25,-0.07,-0.03,-0.38,0.18,0.00,0.08,0.13,-0.18,-0.16,0.01,0.10
0.29,0.27,-0.27,0.25,0.29,0.46,0.01,0.42,0.09,-0.16,-0.02,0.30,0.14,0.22,0.31,-0.16,-0.19,0.29,0.00,0.11,0.62,0.13,0.19,-0.19
0.25,0.09,-0.08,0.67,0.21,0.15,0.35,0.22,0.09,0.08,0.06,-0.19,0.48,0.30,0.31,0.19,-0.21,-0.06,0.77,0.18,0.26,0.59,0.05,-0.10
0.29,0.04,0.27,0.25,0.13,-0.27,0.11,-0.20,-0.09,-0.08,0.58,0.14,0.11,0.21,0.12,0.02,0.45,0.29,0.58,-0.02,-0.46,0.18,0.03,0.05
0.29,0.19,-0.25,-0.08,0.23,0.65,-0.27,0.26,-0.09,0.31,0.25,0.83,0.17,0.34,0.45,-0.09,0.03,0.38,-0.07,0.25,0.30,0.12,0.34,0.00
-0.34,-0.15,0.17,-0.04,0.07,0.04,-0.27,-0.02,-0.45,-0.24,0.09,-0.48,-0.32,-0.13,-0.22,-0.27,0.13,0.28,-0.08,-0.06,-0.47,-0.12,0.16,0.24
0.37,0.16,0.24,0.25,0.10,-0.59,-0.13,-0.69,-0.09,0.22,0.30,-0.48,-0.05,0.01,-0.13,0.31,0.06,-0.25,-0.02,-0.11,0.13,0.10,-0.42,-0.05
0.11,0.53,0.00,0.50,0.13,0.84,0.05,-0.57,0.00,-0.10,0.30,0.14,-0.18,0.25,0.51,-0.16,0.50,0.06,-0.02,0.20,0.54,-0.19,0.15,-0.10
-0.08,0.01,0.10,-0.42,-0.03,-0.35,-0.15,0.01,-0.27,0.60,-0.47,-0.38,-0.26,0.03,-0.30,0.42,-0.55,0.10,-0.08,0.02,0.14,-0.01,0.01,0.29
0.09,0.25,0.37,-0.08,0.13,-0.44,0.32,-0.11,-0.18,0.45,-0.04,-0.48,-0.09,0.24,0.01,0.47,-0.34,-0.25,-0.05,0.41,-0.54,0.07,-0.47,0.33
-0.29,-0.06,0.35,0.04,0.13,-0.79,-0.11,-0.05,-0.36,0.72,-0.32,0.39,0.55,0.16,-0.13,0.69,-0.71,-0.01,0.45,0.19,-0.11,0.71,-0.28,0.33
0.10,-0.38,-0.52,0.12,0.06,0.15,0.22,0.12,-0.27,-0.37,-0.49,0.56,0.34,-0.13,-0.36,-0.33,-0.45,-0.06,-0.35,0.18,0.03,-0.24,0.32,-0.10
0.22,-0.33,-0.33,-0.50,0.13,-0.13,-0.10,0.21,-0.55,-0.17,-0.32,0.42,-0.15,-0.09,-0.37,-0.17,-0.30,-0.09,-0.38,0.23,-0.29,0.09,0.29,0.48
-0.29,-0.44,-0.11,0.00,-0.16,-0.32,0.00,-0.05,-0.36,-0.05,-0.62,-0.47,-0.26,-0.46,-0.72,-0.11,-0.58,-0.29,-0.82,-0.25,-0.15,-0.28,-0.16,0.33
0.02,-0.39,0.00,0.13,-0.03,-0.21,-0.55,0.12,0.27,-0.02,-0.42,-0.33,-0.52,-0.45,-0.59,-0.22,-0.47,-0.21,-0.25,-0.14,-0.20,0.16,0.14,0.00
-0.12,0.03,-0.60,-0.46,0.06,0.10,0.01,0.08,-0.18,-0.29,-0.23,0.16,-0.08,-0.19,-0.22,-0.37,-0.33,-0.37,-0.32,0.18,-0.17,-0.18,-0.13,0.19
-0.11,-0.11,-0.57,0.08,0.17,0.43,0.05,0.05,0.27,-0.52,-0.32,-0.58,-0.42,-0.44,-0.28,-0.43,-0.53,-0.60,-0.45,-0.07,0.30,-0.19,-0.41,-0.14
-0.30,-0.02,0.16,0.62,-0.23,-0.39,0.29,-0.58,-0.73,-0.04,-0.06,0.31,0.11,0.02,-0.21,0.10,0.06,-0.29,-0.20,0.46,-0.15,-0.32,-0.39,0.29
-0.63,0.11,0.06,0.62,-0.53,-0.07,0.50,-0.23,-0.27,0.02,-0.26,0.39,-0.05,0.00,-0.10,0.04,0.35,0.24,-0.32,0.11,-0.36,-0.28,0.29,-0.05
-0.29,0.04,0.19,0.75,-0.19,0.34,0.53,-0.34,-0.91,0.57,-0.38,0.30,0.34,0.35,0.02,0.20,-0.15,0.04,-0.55,0.31,0.17,-0.56,0.04,0.33
0.09,0.55,0.17,0.37,0.10,0.38,0.65,0.60,0.00,0.22,0.19,0.25,0.46,0.43,0.47,0.10,0.20,0.31,0.15,0.03,0.03,0.41,0.52,-0.05
-0.15,0.27,0.11,-0.13,-0.21,0.21,0.16,0.79,-0.18,0.58,-0.23,0.59,0.57,0.36,0.22,0.21,0.07,0.46,-0.05,-0.30,-0.38,0.24,0.75,0.05
0.02,-0.06,-0.08,-0.21,-0.13,0.18,0.48,0.38,0.27,-0.65,-0.11,-1.22,-0.82,-0.18,-0.26,-0.46,0.29,-0.16,-0.63,-0.14,-0.13,-1.03,-0.15,-0.24
0.60,0.26,-0.06,-0.46,0.26,0.52,0.36,0.00,0.00,-0.41,0.45,-1.11,-0.37,0.37,0.29,-0.26,0.56,-0.03,-0.35,0.14,0.31,-0.79,-0.14,-0.10
0.28,-0.04,-0.14,-0.42,0.25,-0.23,-0.13,-0.09,-0.27,-0.01,-0.11,-0.53,-0.18,0.05,-0.22,0.05,-0.25,-0.25,-0.07,0.25,0.05,-0.06,-0.19,0.29
-0.21,-0.39,-0.24,-0.21,-0.18,-0.82,0.15,-0.06,0.09,0.00,-0.26,-0.38,-0.08,-0.40,-0.49,0.23,-0.39,-0.71,0.05,-0.17,-0.29,0.00,-0.72,0.14
0.15,0.16,0.62,0.33,0.20,-0.21,-0.09,0.22,-0.09,0.34,0.25,-0.33,-0.02,0.09,0.03,0.20,-0.25,-0.16,0.43,-0.52,-0.14,0.29,-0.41,-0.05
-0.57,-0.25,-0.79,-0.46,-0.34,0.21,0.40,-0.08,-0.18,-0.47,-0.83,0.17,-0.05,-0.41,-0.44,-0.51,-0.52,-0.28,-1.15,-0.15,0.37,-0.96,-0.47,0.14
-0.27,-0.30,-0.25,-0.08,0.03,-0.07,0.21,0.27,-0.18,-0.39,0.02,0.05,0.09,-0.06,-0.21,-0.39,-0.11,-0.31,-0.43,0.18,-0.01,-0.40,-0.16,0.14
0.36,0.14,0.48,-0.17,0.72,0.01,-0.41,-0.25,-0.09,0.30,0.04,-0.55,-0.09,0.44,0.23,0.44,-0.20,0.16,0.93,0.34,-0.56,0.68,-0.04,0.10
0.22,-0.30,0.29,-0.71,0.87,-0.51,-0.12,0.04,-0.73,-0.12,-0.53,-0.80,-0.11,0.31,-0.46,0.10,-0.86,-0.24,0.13,0.79,-0.64,-0.16,-0.61,0.43
0.06,-0.23,-0.11,-0.04,0.43,0.04,-0.07,-0.25,0.18,-0.04,-0.06,0.30,0.22,0.19,0.03,0.11,-0.33,-0.03,0.55,0.39,-0.59,0.40,-0.06,-0.05
0.17,-0.20,0.46,-0.71,0.59,-0.39,-0.42,-0.25,-0.18,-0.02,-0.15,-0.11,0.18,0.14,-0.15,0.18,-0.30,-0.04,0.38,0.16,-0.36,0.24,-0.24,0.14
0.19,-0.24,0.37,-0.62,0.52,-0.22,0.09,-0.36,-0.55,0.01,-0.02,-0.66,0.08,0.36,-0.03,0.26,-0.24,-0.19,0.05,0.43,-0.48,0.01,-0.46,0.38
0.11,-0.15,0.27,-0.17,0.39,-0.26,0.16,-0.33,0.00,0.08,0.15,-0.16,0.28,0.30,0.11,0.27,-0.11,-0.13,0.53,0.31,-0.79,0.29,-0.32,0.14
-0.08,-0.22,0.30,-0.29,0.34,-0.11,0.10,0.11,-0.27,-0.04,-0.25,-0.30,0.02,-0.12,-0.27,-0.19,-0.57,-0.13,-0.53,0.12,0.21,-0.37,-0.25,0.14
0.02,-0.40,-0.10,-0.50,0.21,-0.74,-0.09,0.13,-0.45,-0.08,-0.34,0.17,-0.26,-0.19,-0.49,-0.04,-0.42,-0.07,-0.03,0.17,-0.32,-0.04,-0.06,0.29
-0.40,-0.33,0.10,-0.71,0.05,-0.39,-0.02,0.43,0.00,-0.30,0.04,-0.11,-0.49,-0.60,-0.44,-0.39,-0.36,-0.43,-0.18,0.10,-0.39,-0.06,-0.54,-0.10
-0.25,-0.31,0.38,-0.38,0.39,-0.66,-0.12,0.04,-0.45,0.19,-0.04,-0.11,0.00,-0.26,-0.51,0.01,-0.70,-0.35,0.10,-0.05,-0.43,0.13,-0.49,0.29
-0.13,-0.34,0.11,-0.04,-0.29,0.21,-0.25,-0.41,0.00,0.10,-0.13,0.20,-0.25,-0.30,-0.35,-0.20,-0.19,0.03,-0.02,-0.11,-0.33,-0.19,0.13,-0.14
0.15,-0.24,0.29,-0.08,0.14,-0.44,-0.26,0.23,-0.64,0.27,-0.11,0.42,0.18,0.18,-0.25,0.19,-0.03,0.49,0.00,0.34,-0.20,-0.01,0.49,0.43
0.43,-0.45,0.78,-0.12,0.60,-1.12,-0.43,-0.09,-0.64,-0.16,0.08,0.23,-0.23,0.09,-0.54,0.08,-0.17,0.41,0.20,0.43,-0.46,0.10,0.38,0.38
0.63,0.21,0.52,0.21,0.37,-0.51,-0.20,-0.27,-0.18,0.37,0.68,-0.23,-0.08,0.56,0.23,0.55,0.40,0.40,0.10,0.23,-0.24,0.07,0.18,0.14
0.34,0.15,0.24,-0.46,0.41,0.01,-0.48,-0.49,0.09,-0.24,0.38,-0.52,-0.34,0.03,0.13,0.01,0.13,-0.34,0.15,0.02,-0.21,0.10,-0.37,-0.05
-0.02,0.08,-0.27,0.25,-0.11,-0.15,-0.02,-0.34,-0.27,0.08,0.36,0.34,0.18,0.08,-0.17,-0.10,0.21,0.41,-0.60,-0.13,-0.09,-0.31,0.43,0.24
0.10,-0.20,0.67,0.58,0.23,-0.43,-0.36,0.10,0.36,-0.11,0.87,0.05,0.11,-0.08,-0.05,-0.09,0.27,-0.09,0.35,0.14,-0.61,0.21,-0.03,-0.24
-0.25,-0.34,0.24,0.50,-0.23,-0.21,-0.82,-0.42,-0.09,0.39,-0.11,0.47,0.51,0.05,-0.18,0.08,0.26,0.57,-0.05,-0.45,-0.01,0.01,0.67,0.10
0.21,0.00,0.24,0.12,-0.02,-0.29,-0.22,-0.16,-0.64,0.11,0.00,-0.08,0.03,0.07,-0.34,-0.01,0.01,0.40,-0.20,-0.16,-0.55,-0.37,0.14,0.33
-0.33,-0.05,0.41,0.37,-0.34,0.21,-0.58,-0.27,-0.27,0.57,0.15,0.05,0.15,0.12,0.15,0.21,0.35,0.40,0.25,-0.58,0.22,0.16,0.30,0.24
0.22,-0.25,0.19,-0.29,0.26,-0.43,-0.07,-0.11,0.18,-0.30,-0.28,-0.27,-0.43,-0.25,-0.32,-0.11,-0.54,-0.53,-0.25,0.34,-0.26,0.04,-0.57,-0.10
0.37,0.18,0.30,-0.33,0.31,-0.09,0.01,0.25,-0.55,0.08,0.23,0.02,-0.35,0.36,0.28,0.30,0.07,-0.15,0.03,0.56,-0.43,0.09,-0.29,0.29
-0.06,-0.31,0.27,-0.17,-0.36,-0.12,0.21,0.02,-0.45,-0.24,0.11,-0.41,-0.12,-0.13,-0.11,-0.08,0.43,-0.31,-0.52,-0.10,0.08,-0.69,-0.22,0.38
0.15,0.14,0.35,-0.12,-0.12,0.22,0.17,0.47,0.09,0.10,0.38,0.47,-0.48,0.17,0.37,0.00,0.46,0.32,-0.17,0.07,-0.07,-0.03,0.11,-0.05
0.00,0.10,-0.03,0.00,-0.25,0.60,0.41,-0.13,-0.18,0.22,-0.15,-0.19,-0.05,0.19,0.17,0.08,0.11,-0.07,-0.33,-0.14,0.13,-0.54,-0.23,0.05
0.44,-0.15,0.32,0.62,0.29,-0.50,0.20,0.04,-0.45,0.60,0.06,0.55,0.89,0.74,0.22,0.69,0.01,0.01,0.15,0.07,-0.24,0.04,0.04,0.33
0.27,0.33,-0.02,0.25,0.24,0.37,0.35,-0.12,-0.45,0.29,0.15,-0.23,0.49,0.74,0.48,0.33,0.43,0.44,0.35,-0.14,0.17,-0.16,0.47,0.29
0.63,0.25,0.08,0.50,0.18,0.30,-0.02,-0.37,-0.45,0.49,-0.26,-0.12,0.08,0.50,0.14,0.34,-0.21,0.37,0.38,-0.30,0.31,-0.12,0.20,0.24
0.27,-0.07,0.33,-0.25,0.31,-0.46,-0.19,0.28,-0.73,-0.02,-0.06,-0.38,-0.06,0.21,-0.17,0.04,-0.03,0.12,-0.45,-0.20,-0.02,-0.37,-0.08,0.38
0.01,0.20,0.08,0.08,-0.26,0.26,-0.04,-0.25,-0.27,0.05,-0.13,-0.42,0.03,0.19,0.17,0.10,0.40,0.24,-0.45,-0.07,0.38,-0.28,0.22,0.19
0.04,0.24,-0.05,-0.54,0.13,0.15,0.50,0.05,0.00,-0.37,-0.13,-0.95,-0.46,-0.16,-0.05,-0.22,-0.16,-0.37,-0.18,0.08,0.26,-0.28,-0.46,0.00
-0.08,-0.25,0.40,-0.75,0.19,-0.65,0.30,-0.42,-0.64,-0.24,-0.28,-1.00,-0.42,-0.23,-0.55,0.00,-0.40,-0.41,-0.32,-0.03,-0.14,-0.38,-0.57,0.38
0.00,-0.07,0.33,-0.21,-0.03,-0.33,-0.23,0.09,-0.45,0.08,-0.06,-0.63,-0.48,-0.06,-0.15,0.11,0.12,0.18,-0.13,-0.24,0.24,-0.18,-0.10,0.29
0.12,0.34,-0.33,0.54,-0.06,0.39,0.32,-0.07,-0.64,0.43,0.19,-0.09,0.20,0.59,0.37,0.23,0.17,0.18,-0.32,0.47,-0.09,-0.10,0.38,0.38
-0.10,0.09,-0.52,0.62,0.06,0.13,0.27,-0.21,0.09,-0.05,-0.06,-0.30,-0.06,0.04,-0.03,-0.03,-0.27,-0.13,0.20,0.25,-0.25,0.24,-0.06,-0.10
-0.31,0.11,-0.27,0.67,-0.20,0.34,0.84,0.29,0.27,-0.07,0.36,-0.13,-0.02,0.04,0.20,-0.17,0.14,-0.15,-0.10,0.25,-0.13,-0.07,0.00,-0.10
0.44,0.06,0.10,-0.17,0.12,-0.56,-0.41,0.36,0.09,-0.02,0.11,-0.30,-0.11,-0.13,-0.12,0.14,-0.08,-0.37,-0.03,-0.16,-0.54,0.06,-0.52,0.00
0.60,-0.10,0.33,0.08,0.27,-0.16,-0.43,0.13,-0.18,0.18,0.00,-0.14,0.18,0.25,0.03,0.20,-0.14,-0.10,0.10,0.29,-0.17,-0.07,-0.25,0.19
-0.28,-0.40,-0.11,0.50,-0.14,-0.20,-0.44,0.09,0.09,-0.12,-0.21,0.95,-0.17,-0.29,-0.38,-0.24,-0.01,0.28,0.25,0.13,-0.26,0.01,0.54,0.05
-0.24,-0.11,-0.37,-0.21,0.12,-0.26,0.07,0.04,-0.18,-0.17,0.19,0.06,0.29,0.03,-0.03,-0.03,0.16,-0.19,-0.43,0.40,-0.22,-0.07,0.04,0.10
-0.12,-0.33,-0.25,-0.17,0.25,-0.26,-0.13,0.15,0.18,-0.52,-0.06,0.06,-0.02,-0.36,-0.29,-0.28,-0.28,-0.28,0.05,0.05,-0.57,0.31,0.01,-0.05
-0.24,-0.29,-0.06,0.08,0.14,0.05,-0.25,-0.10,-0.18,-0.20,-0.19,0.31,0.05,-0.04,-0.05,-0.13,0.07,-0.44,0.07,0.14,-0.45,-0.22,-0.19,0.10
-0.19,-0.20,-0.22,-0.08,-0.16,0.01,0.20,0.41,-0.45,-0.16,-0.64,0.34,0.11,-0.31,-0.33,-0.20,-0.50,-0.28,0.50,0.04,-0.11,0.44,0.01,0.29
0.16,-0.10,0.05,0.75,-0.05,0.16,-0.30,0.19,0.27,0.10,-0.09,0.41,0.17,0.01,-0.01,-0.05,-0.06,0.32,-0.05,-0.08,-0.34,0.00,0.19,-0.10
0.30,0.06,-0.02,0.29,0.09,0.60,-0.54,0.26,0.00,0.12,0.11,0.02,-0.02,0.14,0.18,-0.18,0.23,0.72,0.35,0.01,0.00,0.06,0.56,0.10
0.00,0.19,0.44,-0.21,-0.27,-0.33,0.47,-0.16,0.09,0.04,0.15,-0.47,-0.38,0.13,-0.01,0.10,0.43,0.06,-0.18,0.01,0.31,-0.66,-0.32,-0.05
0.31,-0.10,-0.14,-0.08,0.51,-0.33,0.23,0.45,-0.27,-0.41,-0.30,-0.16,0.00,0.14,-0.15,-0.05,-0.38,-0.12,-0.27,0.73,-0.40,-0.07,-0.05,0.10
0.00,-0.21,0.05,-0.17,0.08,-0.72,0.32,0.10,-0.18,-0.02,-0.13,0.16,-0.03,0.05,-0.35,0.15,-0.24,-0.28,-0.60,0.49,-0.75,-0.24,-0.18,0.14
0.12,0.21,-0.17,-0.08,0.25,0.15,-0.27,0.42,-0.45,-0.10,-0.11,-0.61,-0.15,0.04,-0.08,-0.05,-0.09,0.16,-0.20,-0.08,0.51,-0.04,0.13,0.29
-0.30,0.10,-0.52,-0.08,-0.13,0.63,0.04,0.23,0.09,-0.27,-0.36,-0.34,-0.26,-0.25,-0.08,-0.38,-0.22,-0.25,-0.45,-0.20,0.41,-0.31,-0.18,-0.19
-0.35,-0.01,-0.06,-0.04,0.04,0.26,0.03,-0.32,-0.18,-0.12,-0.21,0.02,-0.09,0.00,-0.12,-0.17,-0.08,0.34,0.00,-0.09,0.52,0.06,0.43,-0.05
0.08,-0.19,0.13,-0.13,-0.07,-0.13,-0.04,0.02,-0.55,0.12,-0.40,-0.39,-0.49,0.02,-0.39,-0.01,-0.15,0.13,-0.33,-0.20,0.36,-0.60,0.13,0.29
0.29,0.04,-0.27,0.21,-0.02,0.29,0.18,-0.21,0.27,-0.25,0.00,-0.27,-0.05,0.22,0.23,-0.02,0.24,-0.22,0.03,0.07,0.13,-0.19,-0.15,-0.14
0.35,0.48,-0.30,0.33,-0.07,0.40,0.07,0.21,0.36,0.18,0.26,0.14,0.14,0.34,0.45,0.16,0.28,0.15,0.45,0.03,0.10,0.28,0.20,-0.24
-0.03,0.25,0.11,-0.17,-0.13,-0.38,0.12,-0.11,0.09,0.22,0.36,0.13,0.20,0.33,0.24,0.29,0.34,-0.16,-0.30,-0.07,-0.02,0.06,-0.05,-0.14
0.06,0.01,-0.29,-0.08,-0.10,0.38,0.24,-0.17,-0.36,0.07,-0.09,0.14,-0.17,0.17,0.15,-0.11,0.17,0.06,-0.60,0.16,0.48,-0.59,0.14,0.24
-0.08,0.01,0.29,-0.21,0.29,0.18,0.22,-0.36,0.00,-0.14,0.42,0.13,0.18,0.27,0.29,-0.10,0.36,0.37,-0.23,0.11,0.26,-0.44,0.11,-0.10
0.04,-0.10,0.02,0.04,-0.01,-0.17,0.04,-0.19,-0.27,-0.34,-0.02,-0.23,-0.58,-0.18,-0.23,-0.26,0.17,0.06,-0.28,0.08,0.09,-0.66,0.01,0.10
-0.07,-0.36,0.05,-0.50,0.14,-0.07,-0.73,-0.31,-0.27,-0.02,-0.49,-0.17,-0.28,-0.22,-0.28,-0.04,-0.30,-0.09,-0.13,-0.25,-0.15,0.01,-0.03,0.19
-0.51,-0.35,0.03,0.08,-0.49,-0.30,-0.12,-0.45,-0.09,-0.02,-0.26,-0.61,0.06,-0.32,-0.50,-0.03,0.04,-0.32,-0.50,-0.41,-0.07,-0.75,-0.20,0.14
-0.11,0.09,0.00,-0.08,-0.12,-0.04,0.49,-0.14,0.00,-0.12,0.09,-0.28,0.28,-0.06,-0.15,-0.20,0.01,-0.06,-0.30,-0.20,-0.26,-0.13,0.06,-0.05
0.11,-0.10,0.22,0.42,0.04,0.17,-0.28,0.70,0.36,0.12,0.11,0.23,-0.03,-0.03,0.13,-0.08,0.02,-0.04,0.15,-0.07,-0.22,0.24,0.16,-0.14
-0.26,-0.41,-0.10,-0.17,-0.20,0.12,0.20,-0.06,-0.27,-0.37,0.00,0.02,-0.48,-0.23,-0.29,-0.40,0.03,0.06,-0.57,0.15,-0.18,-0.50,0.01,0.14
0.18,0.11,-0.25,-0.04,-0.17,0.66,0.40,-0.46,0.09,0.20,-0.42,0.08,0.12,0.30,0.21,0.07,0.11,0.19,-0.35,-0.16,0.67,-0.24,0.58,-0.05
0.29,-0.01,-0.24,-0.37,-0.13,0.32,0.03,-0.16,-0.09,0.04,-0.19,0.06,-0.42,0.05,-0.03,-0.13,0.08,0.07,-0.38,-0.09,0.34,-0.37,0.24,0.05
0.51,0.18,-0.02,-0.12,0.16,0.48,0.07,-0.50,0.18,-0.04,-0.02,0.59,-0.42,0.38,0.37,0.02,0.28,0.29,-0.20,0.07,0.49,-0.01,0.38,-0.14
-0.30,-0.19,0.32,0.42,0.08,-0.26,-0.01,-0.31,-0.27,0.02,0.23,0.13,0.65,0.12,-0.17,0.02,0.16,0.03,-0.45,0.10,-0.18,-0.15,0.28,0.10
0.04,-0.34,0.21,-0.29,0.32,-0.80,-0.45,-0.35,-0.27,-0.16,0.11,0.22,-0.09,-0.17,-0.43,0.05,-0.32,0.07,0.55,-0.04,-0.61,0.56,-0.11,0.14
0.10,-0.01,0.43,0.04,0.31,-0.52,-0.09,0.48,-0.27,0.08,0.19,-0.06,0.22,0.09,-0.07,0.14,-0.20,0.12,0.23,0.27,-0.32,0.22,-0.15,0.24
0.24,0.04,-0.03,-0.29,0.33,-0.15,0.58,0.00,0.18,-0.24,-0.02,0.08,-0.17,0.02,-0.02,-0.10,-0.32,0.07,0.15,0.31,0.24,0.24,-0.03,-0.10
0.38,-0.07,0.46,-0.08,0.68,-0.38,-0.27,0.11,-0.36,0.19,-0.11,0.06,0.14,0.39,-0.03,0.23,-0.51,0.16,0.43,0.53,0.23,0.38,0.06,0.24
0.16,-0.30,0.24,-1.00,0.16,-0.57,-0.34,0.13,0.09,-0.36,-0.11,0.13,-0.28,-0.29,-0.46,-0.26,-0.15,0.10,-0.38,0.20,0.02,-0.16,-0.08,-0.05
0.25,-0.26,0.41,0.25,0.35,-0.78,0.15,-0.38,-0.55,0.06,0.11,-0.02,-0.14,0.24,-0.27,0.25,-0.10,0.28,-0.10,0.03,-0.18,-0.19,0.01,0.38
0.53,-0.21,0.49,-0.83,0.61,-0.70,-0.15,-0.03,-0.82,-0.05,0.09,-0.47,-0.20,0.28,-0.33,0.15,-0.24,0.12,-0.05,0.43,-0.43,-0.13,-0.13,0.52
0.35,0.30,-0.16,0.33,-0.29,0.37,0.01,-0.28,0.00,0.80,-0.32,0.64,0.29,0.32,0.22,0.43,-0.06,0.26,0.00,-0.57,0.77,0.09,0.37,-0.05
-0.30,-0.15,0.40,-0.17,-0.36,-0.67,-0.01,0.09,0.00,0.19,0.04,0.13,-0.23,-0.32,-0.59,0.08,0.08,0.25,-0.10,-0.55,-0.83,-0.25,-0.03,-0.05
0.29,0.20,0.16,-0.25,0.17,-0.33,-0.21,-0.43,-0.27,0.04,0.28,0.20,-0.15,0.17,-0.10,0.11,0.16,0.22,-0.22,0.02,-0.25,0.12,0.19,0.10
